"Papers_Title","Papers_Keywords","Papers_OfficialReview_list2_StrengthandWeak","Papers_OfficialReview_list2_Rating","Papers_OfficialReview_list2_Confidence"
"Accelerating Distributed Stochastic Optimization via Self-Repellent Random Walks","Keywords: Distributed Learning, Self-Repellent Random Walk, Token Algorithm, Central Limit Theorem, Asymptotic Analysis","see questions below:","6: marginally above the acceptance threshold","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Accelerating Distributed Stochastic Optimization via Self-Repellent Random Walks","Keywords: Distributed Learning, Self-Repellent Random Walk, Token Algorithm, Central Limit Theorem, Asymptotic Analysis","All results are asymptotic. It is not clear (theoretically) whether there are gains for finite time, before eg. the token can visit most elements of
N
. The analysis requires some a priori assumptions about the ODE invoked for stochastic approximation. The analysis is heavily indebted to Doshi et al.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Accelerating Distributed Stochastic Optimization via Self-Repellent Random Walks","Keywords: Distributed Learning, Self-Repellent Random Walk, Token Algorithm, Central Limit Theorem, Asymptotic Analysis","The paper is mostly motivated by the recent progress of Dochi et al., and it is not clear what is the ""main"" novelty of this paper compared to the previous work (fundamentally). It seems to me that most results are refinements of Dochi et al. (while I agree that the setting is slightly different.) The authors may add a paragraph to highlight the main ""technical"" novelty of this paper.
Also the parameter
α
measures the ""heaviness"" of the self-repelling random walk, which is basically a hyper-parameter. It seems to be a bit strange to quantify the errors using
Poly(1/α)
(provided that one sends
α→∞
and I do have concerns on the real application in this regime). Also the idea of using self-repelling random walk to accelerate optimization is not new, see https://arxiv.org/abs/2005.04507 (in which it was shown to outperform many existing algorithms.) The authors may think of citing the work and some references therein.","Not available.","6: marginally above the acceptance threshold"
"Accelerating Distributed Stochastic Optimization via Self-Repellent Random Walks","Keywords: Distributed Learning, Self-Repellent Random Walk, Token Algorithm, Central Limit Theorem, Asymptotic Analysis","A concern in my mind is that the paper assumes
X
takes values in a finite state space. The decentralized optimization where only a single agent is active each time is a particular example. Are there any other examples where
X
takes finite value?
In my opinion, for a general SA method, the randomness or the noise could be various. Note that the Poisson method used in the proof is not limited to discrete randomness. Is it possible to extend the analysis to a more general setting where
X
could be a continuous random variable? If not, where is the main difficulty?","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Detecting, Explaining, and Mitigating Memorization in Diffusion Models","Keywords: Diffusion Model, Memorization","This work can be written more clearly, especially the section of the introduction was not very well written. I found that section 3.2 motivation was particularly helpful in setting the pace for this work.
In terms of the experimental setting, I do believe that performing experiments to see how the memorization ratio changes with repetitions in the data set might be a great way to further solidify if the method works. In particular, this could follow directly from the setup of Somepalli et al.
I would love to see more images of memorized inputs and further discussion beyond the two images shown in the paper right now to get a better sense of the performance of this method.
Most pertinently, I see that the mitigation strategies lead to a significant drop in CLIP score. In particular, if you were to look at the region on the plot between the model initialization before fine-tuning and the final fine-tuned model, it is evident that, especially when you contrast with Figure B where all the points are between 0.29 and 0.3, the inference time mitigation leads to a significant drop in CLIP score. It is unclear if this method is actually useful in that regard. It suggests that we are unable to reach the same performance as that of a model that was never fine-tuned. I am curious what the authors feel about this particular observation. In particular, a model that was not fine-tuned had a higher CLIP score on the prompts, but the method using mitigation achieved a much lower CLIP score. I am not able to position these results with the overall setup.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Detecting, Explaining, and Mitigating Memorization in Diffusion Models","Keywords: Diffusion Model, Memorization","Clarifying the Concept of Memorization: Could you provide a clear definition of what constitutes memorization in this context? Does it require an exact match between the generated and training images? For instance, if there's a slight variation, such as a difference of 10 pixels from the original image in the training dataset, would that still be considered memorization?","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Detecting, Explaining, and Mitigating Memorization in Diffusion Models","Keywords: Diffusion Model, Memorization","See above","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Detecting, Explaining, and Mitigating Memorization in Diffusion Models","Keywords: Diffusion Model, Memorization","While the mitigation strategies aim to reduce memorization, it's unclear what impact they might have on the overall performance of the model. Often, there's a trade-off between reducing a particular behavior and maintaining high performance. If these mitigation strategies significantly impair the model's utility, it might deter their adoption.
As stated in the paper, a weakness of the proposed method is the lack of interpretability in the detection strategy of memorized prompts. The current approach requires the model owners to select an empirical threshold based on a predetermined false positive rate, but the outcomes generated lack clear interpretability. This lack of clarity can make it difficult for model owners to fully understand and trust the detection process. The authors acknowledge that developing a method that produces interpretable p-values could significantly assist model owners by providing a confidence score quantifying the likelihood of memorization.
Advising users on modifying or omitting trigger tokens might be effective in theory, but in practice, it could be cumbersome. Users might need to understand what these tokens are, why they need to modify them, and how they affect the output. This could make the user experience less intuitive, especially for those unfamiliar with the inner workings of AI models.
The paper assumes that all prompts can be modified or that users will be willing to modify them. In real-world scenarios, some prompts might be non-negotiable, and changing them might not be an option.
While the paper suggests that the method is computationally efficient, implementing the strategies during the training and inference phases might still introduce computational or operational overheads for model owners.","8: accept, good paper","2: You are willing to defend your assessment, but it is quite likely that you did not understand the central parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Quick-Tune: Quickly Learning Which Pretrained Model to Finetune and How","Keywords: Finetuning, pretrained model hubs, transfer learning, hyperparameter optimization, meta-learning","In the ablation study, for the Micro and Mini cases, QT: -M, +C, +G (DyHPO with cost-awareness) performs as well as QT: +M, +C, +G (DyHPO with cost-awareness and meta-learning) which shows most of the benefit coming from the cost-aware aspect of QuickTune and not the meta-learning.
Novelty is limited since the core of Quick-Tune is DyHPO, a prior HPO method. Cost-aware acquisition functions have been used in the past and the approach of using meta-features and meta-learning good initializations for the estimators also lack originality.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Quick-Tune: Quickly Learning Which Pretrained Model to Finetune and How","Keywords: Finetuning, pretrained model hubs, transfer learning, hyperparameter optimization, meta-learning","Paper is strong and has thorough results. The one thing I was curious about was how the method performs on other standard benchmarks such as Imagenet, and whether any of these results can be validation on different domains (eg text datasets, where finetuning is also very common).","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Quick-Tune: Quickly Learning Which Pretrained Model to Finetune and How","Keywords: Finetuning, pretrained model hubs, transfer learning, hyperparameter optimization, meta-learning","I do not follow how the normalised regret is calculated. In particular how is y_max and y_min calculated? Is it provided by Meta-Album datasets? Is it the min/max of all runs ever done on this study? How significant is a 10% regret and is there any more expensive way to close that gap when using this approach?
The curves on plots like figure 3, shows a different behaviour between the methods. It is hard to predict if quick-tune always beats them or if that story changes as the wallclock time gets extended. It would be interesting to see if the search approaches regret 0 or stays ~10% above it.
One issue with model selection in particular with small datasets is overfitting, including to the validation set. I expected some discussion around this and also an explicit reference to which splits are used during which phase.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Quick-Tune: Quickly Learning Which Pretrained Model to Finetune and How","Keywords: Finetuning, pretrained model hubs, transfer learning, hyperparameter optimization, meta-learning","The paper only considers computer vision classification, while related works such as LogMe (You et al., ICML’21) consider various downstream tasks (classification and regression), and modalities (vision and language). It can be impractically expensive though to evaluate the approach on also these other settings.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"LongLoRA: Efficient Fine-tuning of Long-Context Large Language Models","Keywords: Efficient fine-tuning, Long context, Large language model","The authors only evaluate perplexity and retrieval setting","6: marginally above the acceptance threshold","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"LongLoRA: Efficient Fine-tuning of Long-Context Large Language Models","Keywords: Efficient fine-tuning, Long context, Large language model","The efficiency aspect of the could could be more prominently discussed in the main body of the paper
The presentation of the work could be improved. See below for suggestions","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"LongLoRA: Efficient Fine-tuning of Long-Context Large Language Models","Keywords: Efficient fine-tuning, Long context, Large language model","No major weaknesses.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"LongLoRA: Efficient Fine-tuning of Long-Context Large Language Models","Keywords: Efficient fine-tuning, Long context, Large language model","the paper only evaluated on retrieval and perplexity. It would be good to evaluate on other generative tasks that require longer context.
the improvement on perplexity doesn't seem super consistent in Table. 4","6: marginally above the acceptance threshold","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Amortizing intractable inference in large language models","Keywords: large language models, LLMs, Bayesian inference, chain-of-thought reasoning, latent variable models, generative flow networks, GFlowNets","Overall the paper is hard to follow: the authors provide little background on reinforcement learning and GFlowNet training. In particular, the authors use many terminologies without/before defining them clearly, examples include “policy”, “reward”, “matching” a target distribution, “rewarding all valid integers equally leads to an expected gradient of zero for policy gradient methods.”
In section 2, by looking at the problem of using LLMs to generate random numbers between 0 - 100, the authors try to motivate the use of GFlowNet instead of PPO training. PPO training does not resolve the distribution skew because the reward function only considers whether the number lies between 0 - 100. One correct way to do it could be asking the LLM to generate a sequence of numbers sampled from 0 - 100 uniformly and assign a positive reward only if the frequency of the numbers are close to uniform. A major part of the introduction focuses on intractable posterior inference/conditional probabilities and the fact that Section 2 mentions nothing about them makes it hard to follow.
In section 3 the authors introduced some related problems in NLP that could potentially be solved by GFlowNet and in section 3.3 on page 5 that the authors finally describes GFlowNet and their training objective. What is the original subtrajectory balance objective? How do you modify it? What is the semantics of your objective function? Answer to these questions can help distinguish GFlowNet from other approaches from the methodology perspective.
Besides, some important related works of the field are missing from Section 3: -for temperature scaling: [1] leverages importance sampling to fine-tune LM p(x) such that it approximates the desired distribution p(x)^{1/T}. Their approach suffer from various problems such that the variance of loss is high due to the exponent 1/T. Given that the authors study this empirically, does the GFlowNet objective also suffer from this issue? If so, how is it resolved?
-for text infilling: [2] and [3] both studies the problem of text infilling where [2] adopted a fine-tuning based approach. [6] and [7] tackles this problem by training insertion-based language models.
-for constrained generation:
Current approaches to the problem use tokenwise approximations (Liu et al., 2021) or various problem-specific beam search and local search techniques
Other than search-based approaches, frameworks like FUDGE [4] and NADO [5] trains auxiliary models (classifiers) and combine it with LMs to approximate the desired conditional distribution.
To summarize, GFlowNet seems to be a very very general framework that allows you to fine-tune an LM to approximate any distribution that is proportional to an arbitrary reward function r(x). Despite the experiment results showing advantages against vanilla baselines, the authors did not make a strong argument showing why GFlowNet would work better on these downstream tasks against existing approaches, including the ones mentioned above.
The main argument may be stronger/clearer if the authors focus more on the chain-of-thought reasoning part other than trying to provide a generic solution to all intractable inference for LMs.
[1] Shih, Andy, Dorsa Sadigh, and Stefano Ermon. ""Long Horizon Temperature Scaling."" arXiv preprint arXiv:2302.03686 (2023).
[2] Donahue, Chris, Mina Lee, and Percy Liang. ""Enabling Language Models to Fill in the Blanks."" Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics. 2020.
[3] Zhu, Wanrong, Zhiting Hu, and Eric Xing. ""Text infilling."" arXiv preprint arXiv:1901.00158 (2019).
[4] Yang, Kevin, and Dan Klein. ""FUDGE: Controlled Text Generation With Future Discriminators."" Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies. 2021.
[5] Meng, Tao, et al. ""Controllable text generation with neurally-decomposed oracle."" Advances in Neural Information Processing Systems 35 (2022): 28125-28139.
[6] Lu, Sidi, Tao Meng, and Nanyun Peng. ""Insnet: An efficient, flexible, and performant insertion-based text generation model."" Advances in Neural Information Processing Systems 35 (2022): 7011-7023.
[7] Susanto, R. H., Chollampatt, S., and Tan, L. Lexically constrained neural machine translation with levenshtein transformer. In Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics (ACL), 2020.","5: marginally below the acceptance threshold","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Amortizing intractable inference in large language models","Keywords: large language models, LLMs, Bayesian inference, chain-of-thought reasoning, latent variable models, generative flow networks, GFlowNets","Overall, I really like the paper, but I do think there are a few places it could be improved:
Limited discussion of the training objective and its relationship to possible alternatives. The training objective is introduced very briefly and without much intuition. I realize that there is an extensive literature on training GFlowNets and there is not space to go into full detail here. But are there reasons that this objective (among many other GFlowNet objectives) was particularly well-suited to the language modeling case? Why GFlowNets at all instead of e.g. reweighted wake sleep (a common method for amortizing intractable posterior inference)? How sensitive is performance to the distribution you use to generate training trajectories? How important is the replay buffer, and how is it populated? In fairness, I am not sure how many of these questions need to be addressed in a short conference paper.
Limited discussion of the limitations of the proposed technique. Ultimately, the training method given here is a mostly-on-policy reinforcement learning method. A key challenge for such methods is exploration -- finding high-reward samples to reinforce. I would have appreciated more discussion of the sorts of posterior inference tasks that are and aren't likely solvable with the proposed techniques (at least without further innovations), possibly along with potential mitigations for these weaknesses.
Metrics for infilling. I had reservations about some of the metrics used to evaluate the proposed approach, in particular for the story infilling task. It is unclear that measuring similarity to a single reference sentence is very meaningful--especially since a purported strength of the method is sampling the full posterior. It would be nice if (randomly selected) qualitative examples were presented for all baselines. It may also be worth considering an automated evaluation of the coherence of the resulting story (e.g., by asking GPT-4 to rate coherence). Despite the many (valid) critiques of such LLM-powered evaluations, I do think they are at least a better fit for creative coherent generation tasks like this one than metrics like BLEU.","10: strong accept, should be highlighted at the conference","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Amortizing intractable inference in large language models","Keywords: large language models, LLMs, Bayesian inference, chain-of-thought reasoning, latent variable models, generative flow networks, GFlowNets","Please see the following questions.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Amortizing intractable inference in large language models","Keywords: large language models, LLMs, Bayesian inference, chain-of-thought reasoning, latent variable models, generative flow networks, GFlowNets","The datasets are small, and the inference only involved fine-tuning vs. training from scratch, which may unlock entirely different and interesting new global solutions. This is an understandable limitation, but a more full exploration (which can be tackled as future work) might extend the power and reach of their method.
One of the central pieces, the learning objective, has already been derived in a different soft-RL Q learning context, as pointed out by the authors. There doesn’t appear to have been further explorations of downstream applications as performed in the current work however.
Their method requires fine-tuning for different queries/inference problems. It would be interesting to see if instead it would be possible to have a single network (as they suggest in future work) that can answer many different types of queries.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"LLMCarbon: Modeling the End-to-End Carbon Footprint of Large Language Models","Keywords: carbon footprint modeling, large lanaguage models","the procedure of how LLMCarborn figures out the optimal parallelism is not quite clear.
It is not clear how to use LLMCarborn to guide the design of future generations of LLM architectures and figure AI accelerators.
The relationships and connections between the proposed hardware efficiency and metrics like arithmetic intensity and MFU are not clear.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"LLMCarbon: Modeling the End-to-End Carbon Footprint of Large Language Models","Keywords: carbon footprint modeling, large lanaguage models","Some parameter is crucial to the final predicted results, the process of setting parameters should be clarified. For example, in equation 3, \alpha, \beta are the fitting parameters. However, the fitting dataset and fitting method are missing.
Apart form the parameters discussed in the paper, more factors also affect the footprint. e.g., the paramter precision (fp16, int8, int4) and the implementation of kernel operation.
There are not any text description about figure 3 and figure 4.
The proposed llmcarbon is somewhat like a system design with many prior experience from sota, the algorithm contribution are not notable.","5: marginally below the acceptance threshold","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"LLMCarbon: Modeling the End-to-End Carbon Footprint of Large Language Models","Keywords: carbon footprint modeling, large lanaguage models","It is not clear how the ""ground truth"" carbon footprint numbers were established by prior works. Did they perform actual measurements? This is a concern because if the numbers are estimated, and there is an overlap in estimation methods, then it's not surprising that the error rate is low.
It is difficult to separate the contributions of the paper from the prior works. Much of the equations and parameters of the equations are based on prior work. Is the contribution of the paper to sum up carbon numbers from prior work equations?
There is no measure of utility of an LLM. For example, one can reduce the emissions by increasing test loss, but a high test loss can lead to poor performance which cannot be used in the real-world. It'll be interesting to measure the utility across classical ML models such as those used for classification, regression, translation, etc.
It would be good to discuss the utility of the measurement tool. Is the expectation that model designers pick an appropriate data center, architecture, or training dataset to use based on carbon footprint? Much of the time such decisions are constrained by other requirements. For example, model designers have little control over the embodied footprint of the ML model.","6: marginally above the acceptance threshold","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"LLMCarbon: Modeling the End-to-End Carbon Footprint of Large Language Models","Keywords: carbon footprint modeling, large lanaguage models","Not clear whether the authors' definition of embodied carbon is accurate. Not clear where the carbon coefficient factors in in the model formulation.","5: marginally below the acceptance threshold","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"LLMCarbon: Modeling the End-to-End Carbon Footprint of Large Language Models","Keywords: carbon footprint modeling, large lanaguage models","the mixture of expert models seems to use regular scaling laws equations for performance prediction. More appropriate would be to use the equations from the routed scaling laws paper.
some factors are not very well discussed. For example, experimentation can have a large variance of CO2eq used. For deployment, more experimentation is usually undertaken to improve model efficiency through speculative decoding and distillation. A short discussion on the most CO2eq intensive factors and how they might differ between companies/institutions would be appropriate (no need to model this)","10: strong accept, should be highlighted at the conference","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis","Keywords: Web Navigation, Web Automation, Large Language Models, Language Model Agents, Tool Use, Program Synthesis","Especially for this kind of work, the broader impacts section should be in the main text and should be fully fleshed out. This is a significant weakness in this work.
It would be good to have a baseline comparison comparing what performance looks like with model scale. Flan-U-PaLM is a 540B parameter model which puts it at a scale inaccessible to many researchers.. it would be good to benchmark how this approach scales from small accessible open source models, to the large ones used in this work.","This work builds automated bots to interact on the web. This is important work but it should have a fully fleshed out broader impacts section.
Update: Authors have updated the document to include an Impact assesment.","8: accept, good paper"
"A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis","Keywords: Web Navigation, Web Automation, Large Language Models, Language Model Agents, Tool Use, Program Synthesis","Because the model relies on Flan-U-PaLM with 540B parameters, it's difficult to judge how reliant the method is on the ability of this particular model to generate executable code.
The organization of the paper could be improved, including more details about how feedback was acquired and finetuning was done to enable planning and summarization (i.e. Fig 6 in appendix)","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis","Keywords: Web Navigation, Web Automation, Large Language Models, Language Model Agents, Tool Use, Program Synthesis","Overall, this is a strong paper, however, one weakness of this work is the lack of baselines to compare results against in real-world tasks. Table 1 provides good ablation study insights into the proposed WebAgent but there are no other Agents to compare to. Similarly in Table 3, HTML-T5 is only compared against MindAct on Mind2Web. Are there any other agents that could be used on this benchmark?
Another weakness of this work is its clarity and ease of comprehension. Some aspects of the paper were not entirely clear, in particular how was HTML-T5 trained to predict sub-instruction plans and HTML summaries? What data supervision was used for that?
Similarly, it is not entirely clear what HTML-T5 produces: Figure-3 indicates ""HTML-snippets"", but the paper mentions multiple times that it ""summarizes"" HTML pages (so it should produce a summary?), and in Section 3.2 the paper states that it predicts ``the corresponding data-ref attributes''. If the model outputs only data reference IDs (like suggested also with Figure 6) then this is not summarization but more like information retrieval and the paper should reflect this. In addition, if object references are what is really being predicted, then it is not clear how Flan-U-PaLM make use of that information without having access to the raw HTML containing these objects.
Another confusion is the window size of HTML-T5: in Section 3.1 it is mentioned that the input sequence length of HTML-T5 is 4096, but in section 4.2 it uses 16k tokens for the context window. Which one is it? 16k tokens seems more likely overall since the model is supposed to take as input instruction, previous sub-instructions, and raw HTML. Just the raw HTML would overflow the 4096 context size as mentioned in the paper and illustrated by Figure 2. After reading 4096 in Sections 3.1, it was hard to understand how all inputs of HTML-T5 would fit in such a small window (especially after seeing Figure 2).
Eventually, one important thing that the paper should discuss is the difference between train and test settings. It seems like WebAgent was trained on all domains individually. What precautions were made to ensure that the testing tasks do not overlap with the ones used during training?
Minor: some syntactic mistakes make the paper hard to read sometimes.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis","Keywords: Web Navigation, Web Automation, Large Language Models, Language Model Agents, Tool Use, Program Synthesis","The presentation can be improved. Please consider revise the writing to avoid the questions below.","5: marginally below the acceptance threshold","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Lipschitz Singularities in Diffusion Models","Keywords: Image Generation, Generative models, Diffusion models","One minor suggestion is to avoid saying
t
being small (rather, it is about
σt
being small). Since
t
is in fact
0,1,2,3,..100.
May add more discussions to the alternative approaches (see Questions below).
It may be worth showing that directly learning
∇log⁡qx(t)
with the least square is prohibitve.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Lipschitz Singularities in Diffusion Models","Keywords: Image Generation, Generative models, Diffusion models","This paper as it is impeccable in terms of presentation and contribution, both theoretically and practically. The only drawback is that no open-source code is available to experiment with their approach.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Lipschitz Singularities in Diffusion Models","Keywords: Image Generation, Generative models, Diffusion models","The only weakness I would like to highlight is the discussion of the alternative methods presented.
I believe 1 of the methods from the appendix is not mentioned in the main text - namely the Remp method (D.3.3).
It would be nice to see an expanded discussion of these with some small experiment to show the quantitative difference between the proposed method and these other methods. I appreciate the space limitation, but I think this is really an interesting point.","None","8: accept, good paper"
"Lipschitz Singularities in Diffusion Models","Keywords: Image Generation, Generative models, Diffusion models","The observation concerning the presence of infinite-Lipschitz constants in the diffusion process is not original (Song et al., 2021a; Vahdat et al., 2021). Concerning it has been observed before, the authors should like to tone down their claims of having observed it first.
Some of the English is stilted (""vexing propensity of diffusion models"" in the abstract, ""Recently, there have been massive variants that significantly promote the development of diffusion models"" on page 3).","None.","6: marginally above the acceptance threshold"
"Interpreting CLIP's Image Representation via Text-Based Decomposition","Keywords: CLIP, interpretability, explainability","I could not think much about any significant weaknesses in this work. I have some questions as follows:
How the zero-shot results compare against from methods like MaskCLIP [1]?
It has been shown that the zero-shot accuracy of the embeddings from only late attention layers is very competitive to the original performance. Will this also hold true where the representations are used for downstream tasks which require adaption? For example, it will be good to see the linear probe performance of the filtered embeddings on imagenet or other datasets like CIFAR100, Caltech101.
[1] Extract Free Dense Labels from CLIP, ECCV 2022, Oral","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Interpreting CLIP's Image Representation via Text-Based Decomposition","Keywords: CLIP, interpretability, explainability","Weakness: No ablation studies on the impact of the pool size (M) and the basis size (m) on the performance of the decomposition.","8: accept, good paper","2: You are willing to defend your assessment, but it is quite likely that you did not understand the central parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Interpreting CLIP's Image Representation via Text-Based Decomposition","Keywords: CLIP, interpretability, explainability","Cons / Questions:
While the authors perform the direct effect in the paper, can the authors comment on how indirect effects can be leveraged to understand the internal representations? I think this is an important distinction to understand if understanding the internal representations in more detail can unlock further downstream capabilities. If affirmative, what downstream capabilities will be feasible?
I am not sure if the current way to create the initial set of descriptions is diverse enough to capture “general” image properties or attributes. I believe the corpus of 3.4k sentences is too small for this analysis. While this set is a good starting point, can the authors comment on how this set can be extended to make it more diverse?
Did the authors analyse the OpenAI CLIP variants using this framework? The OpenCLIP and OpenAI variants are trained on different pre-training corpus, so a good ablation is to understand if these properties are somehow dependent on the pre-training data distribution.
Can the authors comment on how the images set in Sec. 4.1 is chosen? This is not very clear from the text. Is this set a generic image set that you use to obtain m text-descriptions per head from a bigger set of text-descriptions?","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Interpreting CLIP's Image Representation via Text-Based Decomposition","Keywords: CLIP, interpretability, explainability","Seems like human users are still required to provide some sort of heuristic to decide the role of a head. I would like to know how hard it is from the user point of view.
Seems like most of the experiments have been done on general image datasets. I am curious about the results on some fine grained tasks or datasets for example human face recognition.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Multisize Dataset Condensation","Keywords: Dataset Condensation, Dataset Distillation, Image Classification","The synthetic samples within the subset seem to be fixed, which may not reflect “Multisize Dataset Condensation” correctly.","6: marginally above the acceptance threshold","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Multisize Dataset Condensation","Keywords: Dataset Condensation, Dataset Distillation, Image Classification","When the IPC (Inter-Process Communication) is small, there still exists a large accuracy gap between the proposed model and Baseline-A as shown in Figure 2 and Table 1.
The impact of the calculation interval (∆t) on the performance of the MDC method needs to be further analyzed to determine the optimal interval size.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Multisize Dataset Condensation","Keywords: Dataset Condensation, Dataset Distillation, Image Classification","The paper explains three baselines for comparison. Compared to baseline A, the accuracy is not higher. Please explain the reason. Is it possible to reach Baseline A's accuracies? Equation 7 is not that clear. How to calculate the distance between the full dataset and subset?","NA","8: accept, good paper"
"Multisize Dataset Condensation","Keywords: Dataset Condensation, Dataset Distillation, Image Classification","It's not clear what's the purpose of baseline B. It looks like the results are only compared to baseline A and C.
It's not clear why the freezing is used in MLS selection. If adaptive is good, why not just use adaptive method to choose the subset?
Will the additional loss bring extra computational cost?","8: accept, good paper","5: You are absolutely certain about your assessment. You are very familiar with the related work and checked the math/other details carefully."
